,Player No,Acceleration,Aggression,Agility,Balance,Ballcontrol,Composure,Crossing,Curve,Dribbling,Finishing,Freekickaccuracy,GKdiving,GKhandling,GKkicking,GKpositioning,GKreflexes,Headingaccuracy,ID,Interceptions,Jumping,Longpassing,Longshots,Marking,Penalties,Positioning,Reactions,Shortpassing,Shotpower,Slidingtackle,Sprintspeed,Stamina,Standingtackle,Strength,Vision,Volleys
2653,2653,76.0,40.0,77.0,71.0,74.0,66.0,67.0,59.0,76.0,63.0,45.0,6.0,8.0,11.0,10.0,12.0,61.0,235790,31.0,69.0,69.0,50.0,39.0,49.0,69.0,70.0,76.0,60.0,38.0,69.0,61.0,42.0,60.0,76.0,56.0
2654,2654,58.0,68.0,58.0,72.0,72.0,52.0,62.0,77.0,71.0,56.0,80.0,9.0,11.0,7.0,14.0,10.0,42.0,241166,72.0,57.0,79.0,74.0,69.0,63.0,35.0,70.0,80.0,75.0,67.0,59.0,61.0,68.0,59.0,78.0,51.0
2655,2655,30.0,19.0,39.0,58.0,28.0,18.0,9.0,15.0,25.0,17.0,17.0,78.0,69.0,56.0,71.0,75.0,16.0,190734,17.0,55.0,12.0,15.0,11.0,29.0,15.0,74.0,14.0,21.0,13.0,26.0,29.0,15.0,69.0,25.0,13.0
2656,2656,77.0,63.0,73.0,63.0,74.0,67.0,63.0,58.0,71.0,74.0,57.0,12.0,15.0,13.0,13.0,7.0,69.0,192270,31.0,69.0,54.0,68.0,32.0,58.0,70.0,69.0,68.0,77.0,26.0,76.0,84.0,31.0,68.0,62.0,70.0
2657,2657,72.0,83.0,77.0,74.0,71.0,72.0,65.0,58.0,73.0,54.0,57.0,10.0,8.0,11.0,14.0,6.0,66.0,193550,67.0,90.0,72.0,68.0,64.0,58.0,63.0,67.0,74.0,72.0,68.0,70.0,91.0,71.0,74.0,71.0,53.0
2658,2658,79.0,63.0,74.0,77.0,73.0,65.0,69.0,73.0,68.0,59.0,64.0,12.0,15.0,10.0,13.0,13.0,58.0,199183,62.0,73.0,70.0,62.0,59.0,72.0,75.0,76.0,74.0,64.0,55.0,79.0,80.0,60.0,59.0,77.0,64.0
2659,2659,65.0,58.0,66.0,52.0,76.0,65.0,65.0,82.0,73.0,69.0,78.0,10.0,6.0,9.0,16.0,6.0,70.0,199439,33.0,50.0,68.0,78.0,35.0,64.0,72.0,71.0,73.0,80.0,38.0,69.0,69.0,40.0,75.0,68.0,66.0
2660,2660,50.0,17.0,30.0,60.0,14.0,27.0,15.0,20.0,12.0,12.0,12.0,74.0,71.0,67.0,72.0,75.0,19.0,209423,17.0,64.0,26.0,14.0,13.0,14.0,17.0,71.0,24.0,18.0,16.0,48.0,35.0,12.0,64.0,20.0,18.0
2661,2661,93.0,38.0,91.0,93.0,74.0,77.0,71.0,70.0,75.0,63.0,34.0,7.0,9.0,5.0,6.0,6.0,40.0,216079,22.0,56.0,56.0,68.0,24.0,56.0,60.0,63.0,68.0,62.0,24.0,93.0,82.0,21.0,33.0,65.0,54.0
2662,2662,44.0,85.0,57.0,60.0,65.0,77.0,36.0,57.0,57.0,44.0,56.0,15.0,8.0,15.0,9.0,11.0,62.0,23823,79.0,75.0,65.0,53.0,73.0,64.0,45.0,78.0,69.0,66.0,67.0,35.0,78.0,73.0,76.0,67.0,54.0
2663,2663,69.0,72.0,66.0,64.0,71.0,74.0,49.0,51.0,66.0,45.0,53.0,6.0,9.0,16.0,6.0,15.0,70.0,223247,68.0,80.0,70.0,63.0,72.0,45.0,60.0,74.0,73.0,62.0,70.0,70.0,91.0,72.0,76.0,62.0,43.0
2664,2664,78.0,66.0,69.0,69.0,75.0,81.0,59.0,63.0,74.0,74.0,53.0,8.0,14.0,9.0,15.0,12.0,72.0,197136,54.0,73.0,50.0,67.0,29.0,61.0,68.0,74.0,59.0,78.0,38.0,80.0,72.0,40.0,55.0,52.0,72.0
2665,2665,76.0,45.0,83.0,83.0,77.0,72.0,69.0,70.0,75.0,64.0,69.0,6.0,14.0,12.0,12.0,14.0,50.0,208144,45.0,52.0,74.0,79.0,34.0,59.0,74.0,70.0,76.0,76.0,46.0,66.0,67.0,49.0,49.0,77.0,64.0
2666,2666,72.0,53.0,75.0,79.0,79.0,71.0,69.0,71.0,74.0,65.0,62.0,12.0,7.0,11.0,10.0,16.0,48.0,215056,65.0,42.0,74.0,79.0,22.0,63.0,71.0,66.0,78.0,75.0,32.0,79.0,60.0,37.0,70.0,76.0,63.0
2667,2667,79.0,39.0,77.0,59.0,75.0,71.0,67.0,67.0,77.0,76.0,64.0,10.0,12.0,15.0,14.0,7.0,63.0,215568,14.0,67.0,62.0,72.0,19.0,66.0,72.0,71.0,66.0,70.0,17.0,82.0,56.0,23.0,71.0,66.0,58.0
2668,2668,84.0,59.0,84.0,70.0,71.0,72.0,58.0,58.0,71.0,71.0,41.0,15.0,8.0,10.0,14.0,6.0,73.0,223248,25.0,71.0,60.0,63.0,19.0,71.0,72.0,72.0,68.0,71.0,18.0,79.0,57.0,24.0,68.0,52.0,65.0
2669,2669,79.0,72.0,83.0,79.0,71.0,66.0,76.0,72.0,71.0,30.0,48.0,8.0,14.0,15.0,12.0,7.0,60.0,228881,70.0,69.0,68.0,48.0,70.0,48.0,42.0,64.0,72.0,56.0,74.0,77.0,77.0,74.0,64.0,40.0,53.0
2670,2670,47.0,81.0,51.0,45.0,56.0,69.0,39.0,39.0,54.0,38.0,22.0,10.0,11.0,8.0,8.0,13.0,78.0,188177,71.0,71.0,60.0,49.0,67.0,46.0,43.0,65.0,64.0,73.0,66.0,59.0,47.0,75.0,89.0,48.0,38.0
2671,2671,33.0,64.0,54.0,49.0,70.0,65.0,63.0,39.0,63.0,33.0,50.0,6.0,7.0,6.0,13.0,8.0,67.0,204050,75.0,45.0,65.0,38.0,73.0,49.0,51.0,64.0,69.0,45.0,70.0,50.0,70.0,80.0,89.0,59.0,27.0
2672,2672,88.0,73.0,81.0,77.0,69.0,76.0,73.0,59.0,71.0,42.0,48.0,8.0,10.0,13.0,6.0,9.0,55.0,213010,65.0,82.0,55.0,46.0,64.0,57.0,69.0,63.0,64.0,74.0,73.0,85.0,93.0,69.0,68.0,46.0,33.0
2673,2673,73.0,86.0,72.0,76.0,69.0,64.0,46.0,45.0,64.0,36.0,37.0,9.0,15.0,10.0,15.0,8.0,55.0,222994,77.0,69.0,59.0,54.0,65.0,38.0,55.0,71.0,68.0,80.0,72.0,71.0,81.0,80.0,82.0,63.0,41.0
2674,2674,53.0,65.0,73.0,77.0,74.0,79.0,76.0,85.0,73.0,70.0,83.0,14.0,13.0,9.0,14.0,9.0,74.0,180754,71.0,71.0,77.0,76.0,58.0,80.0,64.0,73.0,76.0,78.0,61.0,54.0,72.0,63.0,57.0,76.0,68.0
2675,2675,41.0,24.0,31.0,38.0,22.0,16.0,20.0,17.0,16.0,11.0,14.0,77.0,65.0,62.0,75.0,76.0,18.0,160019,22.0,38.0,27.0,12.0,14.0,21.0,12.0,69.0,32.0,26.0,12.0,55.0,44.0,16.0,52.0,42.0,13.0
2676,2676,52.0,45.0,41.0,37.0,31.0,58.0,20.0,24.0,19.0,12.0,21.0,73.0,74.0,69.0,71.0,73.0,20.0,179475,29.0,69.0,12.0,14.0,18.0,21.0,13.0,70.0,25.0,14.0,22.0,53.0,39.0,24.0,75.0,69.0,14.0
2677,2677,42.0,53.0,69.0,63.0,73.0,74.0,81.0,82.0,64.0,52.0,81.0,7.0,15.0,9.0,14.0,16.0,70.0,189715,65.0,75.0,78.0,76.0,58.0,76.0,68.0,66.0,81.0,81.0,52.0,64.0,67.0,63.0,66.0,74.0,71.0
2678,2678,74.0,64.0,70.0,68.0,69.0,62.0,58.0,64.0,70.0,79.0,53.0,12.0,9.0,6.0,14.0,7.0,69.0,208916,26.0,75.0,47.0,67.0,11.0,81.0,69.0,77.0,68.0,69.0,16.0,67.0,78.0,12.0,75.0,63.0,75.0
2679,2679,63.0,65.0,59.0,59.0,56.0,63.0,15.0,13.0,42.0,17.0,19.0,8.0,13.0,11.0,10.0,9.0,58.0,210964,72.0,81.0,45.0,12.0,75.0,13.0,13.0,70.0,58.0,15.0,74.0,66.0,68.0,75.0,88.0,13.0,14.0
2680,2680,80.0,45.0,81.0,79.0,75.0,76.0,76.0,77.0,72.0,66.0,76.0,11.0,13.0,13.0,9.0,7.0,56.0,230420,47.0,52.0,63.0,68.0,49.0,68.0,68.0,67.0,76.0,74.0,44.0,84.0,67.0,51.0,50.0,68.0,72.0
2681,2681,59.0,37.0,62.0,64.0,23.0,60.0,8.0,22.0,18.0,6.0,10.0,72.0,75.0,69.0,73.0,72.0,13.0,160021,16.0,52.0,10.0,9.0,8.0,15.0,6.0,64.0,12.0,17.0,9.0,49.0,25.0,11.0,60.0,70.0,12.0
2682,2682,76.0,67.0,78.0,85.0,72.0,75.0,63.0,74.0,72.0,64.0,72.0,8.0,14.0,14.0,9.0,11.0,44.0,184085,67.0,71.0,75.0,65.0,59.0,63.0,68.0,70.0,78.0,64.0,59.0,70.0,82.0,61.0,52.0,68.0,61.0
2683,2683,80.0,38.0,82.0,83.0,78.0,67.0,71.0,74.0,75.0,63.0,68.0,15.0,5.0,14.0,14.0,8.0,46.0,188949,23.0,34.0,65.0,77.0,19.0,61.0,70.0,69.0,71.0,72.0,27.0,82.0,76.0,27.0,67.0,63.0,69.0
2684,2684,65.0,72.0,62.0,57.0,68.0,71.0,61.0,62.0,68.0,56.0,59.0,15.0,8.0,13.0,13.0,10.0,75.0,234774,73.0,67.0,74.0,68.0,72.0,54.0,65.0,66.0,71.0,74.0,73.0,68.0,75.0,73.0,72.0,67.0,66.0
2685,2685,76.0,76.0,78.0,72.0,61.0,64.0,63.0,55.0,57.0,33.0,44.0,9.0,8.0,11.0,13.0,9.0,66.0,199191,70.0,88.0,62.0,38.0,69.0,47.0,49.0,69.0,68.0,41.0,76.0,78.0,91.0,74.0,70.0,52.0,34.0
2686,2686,86.0,48.0,91.0,90.0,74.0,74.0,67.0,74.0,76.0,63.0,67.0,6.0,14.0,13.0,13.0,15.0,46.0,208919,43.0,65.0,64.0,58.0,38.0,58.0,65.0,78.0,72.0,65.0,31.0,83.0,68.0,34.0,33.0,72.0,67.0
2687,2687,70.0,78.0,69.0,74.0,71.0,76.0,59.0,64.0,66.0,73.0,65.0,10.0,14.0,15.0,10.0,11.0,67.0,200984,20.0,75.0,45.0,69.0,26.0,74.0,74.0,68.0,65.0,85.0,15.0,70.0,64.0,27.0,71.0,58.0,75.0
2688,2688,80.0,68.0,76.0,80.0,70.0,68.0,70.0,71.0,68.0,53.0,65.0,14.0,12.0,8.0,8.0,12.0,56.0,203544,71.0,79.0,67.0,64.0,73.0,74.0,62.0,71.0,68.0,72.0,71.0,79.0,85.0,70.0,61.0,65.0,52.0
2689,2689,53.0,65.0,55.0,48.0,70.0,76.0,51.0,62.0,65.0,77.0,48.0,11.0,9.0,13.0,8.0,13.0,78.0,215064,46.0,67.0,57.0,68.2,24.0,64.0,78.0,68.0,63.0,75.0,27.0,61.0,76.0,25.0,85.1,62.0,63.0
2690,2690,46.0,29.0,57.0,36.0,30.0,65.0,11.0,15.0,11.0,12.0,13.0,72.0,75.0,60.0,75.0,70.0,13.0,162328,13.0,65.0,11.0,16.0,13.0,28.0,15.0,68.0,30.0,26.0,12.0,40.0,32.0,13.0,71.0,49.0,16.0
2691,2691,71.0,72.0,78.0,77.0,72.0,71.0,66.0,68.0,68.0,61.0,71.0,9.0,9.0,6.0,10.0,11.0,67.0,175896,73.0,79.0,72.0,68.0,64.0,84.0,69.0,74.0,74.0,76.0,68.0,64.0,78.0,71.0,73.0,69.0,57.0
2692,2692,78.0,67.0,75.0,73.0,72.0,72.0,77.0,74.0,69.0,59.0,75.0,15.0,13.0,14.0,11.0,6.0,68.0,188696,68.0,76.0,72.0,76.0,75.0,73.0,67.0,69.0,73.0,80.0,75.0,68.0,69.0,71.0,72.0,66.0,69.0
2693,2693,47.0,82.0,63.0,68.0,72.0,67.0,61.0,61.0,57.0,51.0,60.0,13.0,12.0,9.0,8.0,9.0,37.0,203801,76.0,68.0,76.0,68.0,73.0,58.0,72.0,71.0,77.0,79.0,70.0,51.0,78.0,70.0,76.0,71.0,46.0
2694,2694,87.0,61.0,83.0,76.0,77.0,67.0,59.0,64.0,76.0,75.0,59.0,11.0,15.0,6.0,7.0,15.0,62.0,225305,21.0,68.0,61.0,73.0,28.0,59.0,72.0,68.0,69.0,77.0,30.0,86.0,68.0,31.0,67.0,67.0,66.0
2695,2695,91.0,63.0,91.0,88.0,73.0,55.0,72.0,74.0,74.0,66.0,66.0,7.0,11.0,6.0,12.0,9.0,39.0,210202,26.0,74.0,58.0,69.0,29.0,70.0,70.0,62.0,64.0,75.0,30.0,90.0,86.0,34.0,66.0,64.0,64.0
2696,2696,58.0,27.0,43.0,49.0,21.0,15.0,22.0,17.0,14.0,13.0,14.0,77.0,71.0,68.0,73.0,74.0,14.0,230170,18.0,41.0,15.0,15.0,15.0,16.0,10.0,62.0,17.0,23.0,17.0,50.0,38.0,20.0,61.0,52.0,12.0
2697,2697,70.0,68.0,58.0,48.0,74.0,78.0,62.0,62.0,70.0,69.0,41.0,15.0,7.0,7.0,8.0,15.0,78.0,167706,29.0,70.0,67.0,64.0,27.0,77.0,66.0,72.0,68.0,78.0,28.0,67.0,60.0,36.0,84.0,72.0,73.0
2698,2698,69.0,72.0,69.0,84.0,72.0,71.0,61.0,62.0,70.0,49.0,66.0,9.0,7.0,12.0,8.0,9.0,39.0,199195,74.0,78.0,70.0,64.0,65.0,55.0,66.0,75.0,76.0,57.0,63.0,66.0,85.0,70.0,62.0,71.0,54.0
2699,2699,70.0,44.0,74.0,64.0,77.0,76.0,71.0,75.0,73.0,72.0,76.0,10.0,7.0,8.0,10.0,14.0,53.0,203038,32.0,44.0,67.0,72.0,25.0,73.0,70.0,70.0,74.0,70.0,47.0,71.0,72.0,32.0,56.0,73.0,74.0
2700,2700,57.0,84.0,63.0,67.0,60.0,64.0,40.0,43.0,43.0,45.0,49.0,8.0,9.0,10.0,10.0,5.0,76.0,146974,66.0,89.0,55.0,45.0,70.0,52.0,36.0,63.0,67.0,52.0,74.0,66.0,72.0,70.0,77.0,47.0,40.0
2701,2701,66.0,83.0,65.0,71.0,65.0,70.0,51.0,49.0,61.0,45.0,58.0,7.0,12.0,8.0,15.0,16.0,59.0,184606,76.0,78.0,68.0,66.0,75.0,44.0,53.0,74.0,72.0,69.0,69.0,69.0,71.0,75.0,67.0,57.0,48.0
2702,2702,48.0,82.0,47.0,57.0,67.0,53.0,64.0,36.0,39.0,33.0,36.0,8.0,14.0,14.0,7.0,16.0,69.0,129566,69.0,82.0,69.0,31.0,72.0,41.0,36.0,64.0,66.0,47.0,71.0,51.0,77.0,72.0,79.0,48.0,54.0
2703,2703,68.0,71.0,67.0,66.0,69.0,67.0,52.0,67.0,70.0,71.0,49.0,16.0,13.0,15.0,14.0,10.0,68.0,198175,36.0,76.0,58.0,68.0,18.0,62.0,73.0,73.0,71.0,76.0,14.0,75.0,70.0,24.0,77.0,68.0,69.0
2704,2704,76.0,72.0,70.0,73.0,71.0,68.0,70.0,63.0,70.0,70.0,66.0,16.0,13.0,16.0,7.0,14.0,67.0,214047,65.0,75.0,76.0,68.0,69.0,68.0,66.0,69.0,75.0,66.0,69.0,75.0,91.0,70.0,74.0,66.0,43.0
2705,2705,42.0,22.0,40.0,39.0,21.0,23.0,19.0,20.0,21.0,11.0,12.0,73.0,77.0,69.0,76.0,66.0,17.0,230175,15.0,41.0,16.0,14.0,16.0,13.0,12.0,70.0,14.0,19.0,10.0,53.0,31.0,14.0,56.0,67.0,15.0
2706,2706,78.0,66.0,75.0,72.0,68.0,71.0,67.0,61.0,77.0,71.0,74.0,8.0,6.0,6.0,10.0,15.0,56.0,175391,46.0,74.0,61.0,69.0,34.0,59.0,73.0,71.0,68.0,73.0,33.0,85.0,78.0,31.0,65.0,68.0,70.0
2707,2707,55.0,87.0,57.0,49.0,66.0,66.0,48.0,49.0,64.0,38.0,40.0,15.0,9.0,11.0,6.0,15.0,75.0,216097,75.0,65.0,59.0,53.0,67.0,53.0,54.0,74.0,70.0,77.0,68.0,58.0,91.0,74.0,85.0,57.0,43.0
2708,2708,35.0,26.0,27.0,34.0,14.0,52.0,16.0,10.0,13.0,9.0,23.0,76.0,73.0,62.0,71.0,74.0,11.0,154401,21.0,43.0,12.0,9.0,15.0,19.0,5.0,69.0,25.0,25.0,20.0,35.0,32.0,23.0,33.0,61.0,8.0
2709,2709,70.0,59.0,64.0,64.0,71.2,67.0,71.0,67.0,71.0,60.0,35.0,11.0,15.0,7.0,7.0,12.0,67.0,227873,72.0,74.0,55.0,32.0,72.0,40.0,60.0,67.0,70.0,55.0,73.0,73.0,76.0,75.0,74.0,56.0,30.0
2710,2710,61.0,69.0,61.0,68.0,63.0,72.0,63.0,33.0,59.0,36.0,20.0,13.0,14.0,14.0,9.0,15.0,73.0,193569,69.0,81.0,62.0,35.0,74.0,42.0,38.0,66.0,66.0,38.0,73.0,63.0,70.0,75.0,80.0,56.0,20.0
2711,2711,78.0,64.0,72.0,74.0,73.0,63.0,74.0,69.0,71.0,36.0,64.0,14.0,6.0,16.0,11.0,11.0,58.0,203810,69.0,68.0,65.0,62.0,70.0,57.0,68.0,66.0,68.0,75.0,72.0,79.0,78.0,72.0,65.0,60.0,49.0
2712,2712,74.0,70.0,73.0,72.0,68.0,70.0,68.0,70.0,68.0,41.0,54.0,8.0,13.0,15.0,14.0,7.0,64.0,207650,70.0,68.0,62.0,58.0,72.0,54.0,52.0,70.0,68.0,70.0,76.0,77.0,77.0,76.0,68.0,60.0,46.0
2713,2713,71.0,48.0,72.0,60.0,77.0,60.0,73.0,69.0,76.0,69.0,63.0,11.0,10.0,7.0,8.0,8.0,43.0,215330,31.0,36.0,71.0,71.0,29.0,57.0,67.0,68.0,76.0,74.0,26.0,75.0,61.0,37.0,67.0,71.0,67.0
2714,2714,67.0,75.0,53.0,44.0,57.0,65.0,66.0,32.0,48.0,25.0,34.0,7.0,7.0,8.0,8.0,12.0,71.0,227106,67.0,72.0,67.0,24.0,74.0,42.0,41.0,62.0,65.0,35.0,78.0,69.0,72.0,75.0,76.0,39.0,22.0
2715,2715,69.0,78.0,77.0,66.0,72.0,75.0,64.0,59.0,65.0,51.0,53.0,12.0,16.0,11.0,8.0,9.0,59.0,189218,72.0,69.0,70.0,59.0,68.0,57.0,45.0,70.0,75.0,67.0,66.0,69.0,90.0,70.0,74.0,62.0,13.0
2716,2716,86.0,32.0,84.1,77.0,74.0,69.0,68.0,73.0,77.0,72.0,71.0,7.0,14.0,11.0,6.0,14.0,59.0,196899,31.0,61.0,56.0,64.0,27.0,71.0,71.0,74.0,63.0,72.0,21.0,84.0,73.0,25.0,50.0,68.0,64.0
2717,2717,73.0,67.0,67.0,63.0,73.0,66.0,76.0,59.0,75.0,41.0,40.0,8.0,14.0,13.0,9.0,6.0,60.0,215331,75.0,70.0,73.0,74.0,66.0,38.0,68.0,68.0,64.0,65.0,73.0,78.0,87.0,69.0,79.0,68.0,52.0
2718,2718,74.0,56.0,82.0,74.0,73.0,72.0,57.0,73.0,73.0,68.0,75.0,6.0,14.0,16.0,10.0,9.0,68.0,157219,31.0,74.0,68.0,71.0,30.0,63.0,70.0,61.0,72.0,78.0,29.0,72.0,58.0,35.0,51.0,75.0,69.0
2719,2719,87.0,52.0,93.0,93.0,71.0,70.0,76.0,62.0,75.1,63.0,62.0,11.0,6.0,11.0,11.0,14.0,30.0,163619,47.0,84.0,60.0,68.0,43.0,48.0,57.0,54.0,68.0,72.0,35.0,90.0,88.0,49.0,63.0,72.0,50.0
2720,2720,71.0,71.0,74.0,64.0,69.0,69.0,71.0,47.0,61.0,41.0,41.0,16.0,11.0,11.0,12.0,8.0,63.0,181795,74.0,70.0,60.0,56.0,72.0,46.0,45.0,74.0,67.0,43.0,75.0,73.0,72.0,74.0,73.0,58.0,51.0
2721,2721,75.0,70.0,77.0,79.0,76.0,74.0,76.0,75.0,76.0,46.0,63.0,15.0,8.0,13.0,10.0,9.0,57.0,193571,59.0,73.0,66.0,61.0,66.0,46.0,70.0,71.0,75.0,72.0,65.0,79.0,74.0,64.0,62.0,65.0,51.0
2722,2722,78.0,52.0,73.0,73.0,73.0,66.0,68.0,69.0,71.0,78.0,55.0,9.0,16.0,10.0,10.0,13.0,63.0,202276,20.0,62.0,54.0,63.0,17.0,66.0,75.0,71.0,70.0,72.0,23.0,78.0,67.0,23.0,62.0,64.0,74.0
2723,2723,32.0,70.0,48.0,55.0,54.0,63.0,34.0,40.0,38.0,35.0,55.0,12.0,8.0,12.0,16.0,11.0,80.0,210468,83.0,34.0,70.0,55.0,69.0,36.0,30.0,75.0,74.0,74.0,72.0,33.0,70.0,72.0,82.0,46.0,43.0
2724,2724,80.0,71.0,79.0,71.0,72.0,66.2,71.0,65.0,60.0,29.0,55.0,13.0,8.0,10.0,5.0,8.0,61.0,229668,71.3,85.0,55.0,32.0,72.3,45.0,64.0,57.0,64.0,61.0,73.3,89.0,76.0,76.3,74.0,52.0,37.0
2725,2725,89.0,55.0,78.0,78.0,71.0,68.0,69.0,69.0,72.0,71.0,47.0,8.0,10.0,10.0,6.0,12.0,62.0,188196,57.0,68.0,67.0,68.0,43.0,59.0,69.0,69.0,71.0,72.0,40.0,89.0,87.0,37.0,68.0,68.0,66.0
2726,2726,87.0,57.0,75.0,83.0,73.0,56.0,58.0,63.0,78.0,72.0,56.0,15.0,15.0,9.0,6.0,9.0,43.0,207653,23.0,57.0,61.0,68.0,37.0,61.0,73.0,69.0,65.0,73.0,24.0,78.0,74.0,25.0,56.0,73.0,64.0
2727,2727,68.0,73.0,75.0,83.0,72.0,75.0,53.0,49.0,67.0,37.0,47.0,15.0,14.0,8.0,8.0,14.0,61.0,209701,76.0,70.0,70.0,41.0,63.0,50.0,56.0,68.0,75.0,53.0,64.0,67.0,82.0,70.0,74.0,65.0,32.0
2728,2728,84.0,60.0,89.0,87.0,73.0,65.0,75.0,59.0,76.0,68.0,46.0,12.0,15.0,12.0,9.0,10.0,52.0,160037,67.0,70.0,70.0,70.0,62.0,59.0,67.0,77.0,68.0,69.0,68.0,92.0,78.0,70.0,44.0,66.0,60.0
2729,2729,84.0,75.0,73.0,64.1,66.0,68.0,32.0,33.0,72.0,48.0,28.0,12.0,14.0,9.0,13.0,11.0,66.0,226853,75.0,86.0,65.0,47.0,68.0,59.0,57.2,68.0,68.1,66.0,74.0,82.0,73.0,75.0,72.0,56.0,44.0
2730,2730,68.0,65.0,66.0,69.0,75.0,82.0,70.0,74.0,74.0,69.0,75.0,8.0,7.0,12.0,10.0,12.0,66.0,230437,75.0,70.0,74.0,72.0,64.0,72.0,66.0,76.0,73.0,68.0,73.0,72.0,74.0,67.0,71.0,77.0,67.0
2731,2731,48.0,67.0,67.0,68.0,76.0,72.0,62.0,61.0,72.0,33.0,59.0,4.0,4.0,4.0,4.0,4.0,68.0,197926,73.0,72.0,76.0,68.0,60.0,59.0,60.0,68.0,78.0,70.0,60.0,60.0,76.0,68.0,78.0,74.0,58.0
2732,2732,45.0,66.0,57.0,66.0,67.0,77.0,53.0,33.0,43.0,25.0,55.0,6.0,12.0,6.0,9.0,6.0,68.0,137510,74.0,77.0,68.0,34.0,73.0,59.0,33.0,72.0,71.0,62.0,72.0,41.0,70.0,76.0,72.0,35.0,35.0
2733,2733,75.0,62.0,79.0,62.0,64.0,67.0,72.0,56.0,57.0,47.0,58.0,9.0,10.0,6.0,6.0,7.0,61.0,235814,68.0,56.0,63.0,54.0,73.0,55.0,61.0,72.0,68.0,57.0,73.0,76.0,83.0,74.0,70.0,66.0,49.0
2734,2734,77.0,67.0,76.0,85.0,75.0,56.0,63.0,75.0,76.0,67.0,78.0,13.0,13.0,14.0,10.0,8.0,42.0,205351,37.0,59.0,65.0,69.0,34.0,66.0,70.0,64.0,73.0,76.0,43.0,69.0,73.0,40.0,39.0,76.0,59.0
2735,2735,82.0,42.0,80.0,88.0,73.0,66.0,64.0,58.0,75.0,71.0,49.0,9.0,10.0,12.0,11.0,13.0,43.0,212519,71.0,49.0,63.0,66.0,38.0,48.0,76.0,68.0,69.0,68.0,39.0,80.0,76.0,34.0,55.0,69.0,64.0
2736,2736,81.0,55.0,70.0,77.0,69.0,71.0,59.0,71.0,67.0,74.0,46.0,8.0,10.0,6.0,11.0,7.0,66.0,203304,48.0,75.0,48.0,65.0,36.0,65.0,74.0,73.0,59.0,71.0,32.0,82.0,64.0,36.0,80.0,59.0,62.0
2737,2737,77.0,79.0,74.0,69.0,68.0,68.0,76.0,73.0,70.0,50.0,69.0,10.0,9.0,8.0,15.0,13.0,63.0,163369,67.0,81.0,64.0,64.0,74.0,58.0,67.0,73.0,66.0,73.0,70.0,76.0,77.0,74.0,71.0,58.0,59.0
2738,2738,52.0,52.0,75.0,66.0,75.0,77.0,73.0,59.0,74.0,53.0,49.0,14.0,12.0,6.0,12.0,16.0,63.0,194089,76.0,68.0,72.0,54.0,72.0,58.0,65.0,73.0,75.0,69.0,67.0,67.0,83.0,69.0,69.0,72.0,53.0
2739,2739,79.0,80.0,76.0,78.0,72.0,70.0,36.0,65.0,71.0,75.0,52.0,12.0,10.0,16.0,8.0,7.0,63.0,215083,49.13,68.0,49.0,74.0,49.0,66.0,73.0,72.0,68.0,80.0,49.0,77.0,82.0,59.0,63.0,61.0,74.0
2740,2740,61.0,66.0,34.0,39.0,68.0,74.0,26.0,29.0,53.0,75.0,48.0,11.0,9.0,7.0,13.0,15.0,78.0,178475,29.0,86.0,23.0,71.0,16.0,65.0,79.0,74.0,57.0,77.0,12.0,69.0,58.0,14.0,80.0,38.0,55.0
2741,2741,68.0,89.0,63.0,74.0,69.0,73.0,55.0,51.0,71.0,59.0,42.0,15.0,7.0,9.0,8.0,10.0,65.0,206124,74.0,62.0,66.0,61.0,75.0,71.0,59.0,63.0,73.0,67.0,77.0,69.0,81.0,70.0,70.0,63.0,68.0
2742,2742,74.0,65.0,72.0,71.0,68.0,71.0,67.0,41.0,68.0,39.0,36.0,9.0,11.0,11.0,9.0,8.0,66.0,186156,72.0,76.0,61.0,55.0,72.0,38.0,58.0,70.0,66.0,63.0,70.0,75.0,86.0,74.0,73.0,59.0,32.0
2743,2743,84.0,66.0,75.0,77.0,63.0,52.0,67.0,61.0,74.0,28.0,41.0,15.0,7.0,13.0,6.0,7.0,77.0,189228,73.0,86.0,59.0,44.0,67.0,35.0,58.0,61.0,61.0,51.0,77.0,82.0,88.0,72.0,67.0,51.0,42.0
2744,2744,78.0,71.0,75.0,74.0,71.0,67.0,70.0,69.0,74.0,69.0,67.0,11.0,8.0,15.0,8.0,12.0,40.0,224813,56.0,70.0,67.0,70.0,38.0,66.0,68.0,69.0,72.0,73.0,61.0,76.0,76.0,53.0,66.0,71.0,71.0
2745,2745,78.0,80.0,73.0,69.0,69.0,72.0,73.0,47.0,68.0,50.0,52.0,16.0,16.0,9.0,11.0,7.0,69.0,198190,66.0,75.0,65.0,54.0,70.0,44.0,60.0,72.0,67.0,60.0,70.0,78.0,86.0,74.0,72.0,55.0,25.0
2746,2746,59.0,68.0,57.0,61.0,66.0,66.0,61.0,42.0,71.0,59.0,43.0,11.0,10.0,9.0,8.0,9.0,72.0,230446,72.0,71.0,71.0,64.0,70.0,51.0,41.0,73.0,73.0,54.0,74.0,55.0,72.0,75.0,73.0,71.0,41.0
2747,2747,53.0,68.0,67.0,54.0,69.0,76.0,69.0,65.0,66.0,48.0,40.0,12.0,7.0,8.0,13.0,10.0,75.0,176942,75.0,81.0,66.0,60.0,75.0,33.0,44.0,75.0,72.0,65.0,74.0,62.0,70.0,77.0,76.0,60.0,59.0
